Radar 0 can detect point at (111.241250, 24.405417, 100.000000)
Radar 6 can detect point at (111.232917, 22.725417, 103.000000)
Radar 6 can detect point at (111.232917, 22.724584, 131.000000)
Radar 6 can detect point at (111.232917, 22.723750, 167.000000)
Radar 0 can detect point at (111.241250, 24.404584, 107.000000)
Radar 4 can detect point at (114.214584, 24.962917, 21.000000)
Radar 0 can detect point at (111.241250, 24.403750, 115.000000)
Radar 4 can detect point at (114.215417, 24.977084, 7.000000)
Radar 0 can detect point at (111.241250, 24.402917, 115.000000)
Radar 4 can detect point at (114.215417, 24.976250, 10.000000)
Radar 0 can detect point at (111.241250, 24.402084, 96.000000)
Radar 4 can detect point at (114.215417, 24.975417, 14.000000)
Radar 0 can detect point at (111.241250, 24.401250, 106.000000)
Radar 4 can detect point at (114.215417, 24.974584, 12.000000)
Radar 0 can detect point at (111.241250, 24.400417, 119.000000)
Radar 4 can detect point at (114.215417, 24.973750, 6.000000)
Radar 0 can detect point at (111.241250, 24.399584, 111.000000)
Radar 4 can detect point at (114.215417, 24.972917, 10.000000)
Radar 0 can detect point at (111.241250, 24.398750, 121.000000)
Radar 4 can detect point at (114.215417, 24.972084, 12.000000)
Radar 0 can detect point at (111.241250, 24.397917, 128.000000)
Radar 4 can detect point at (114.215417, 24.971250, 10.000000)
Radar 4 can detect point at (114.215417, 24.970417, 9.000000)
Radar 4 can detect point at (114.215417, 24.969584, 13.000000)
Radar 0 can detect point at (111.241250, 24.395417, 113.000000)
Radar 4 can detect point at (114.215417, 24.968750, 16.000000)
Radar 4 can detect point at (114.215417, 24.967917, 22.000000)
Radar 0 can detect point at (111.241250, 24.390417, 84.000000)
Radar 4 can detect point at (114.215417, 24.967084, 25.000000)
Radar 0 can detect point at (111.241250, 24.389584, 110.000000)
Radar 4 can detect point at (114.215417, 24.966250, 29.000000)
Radar 0 can detect point at (111.241250, 24.388750, 116.000000)
Radar 4 can detect point at (114.215417, 24.965417, 28.000000)
Radar 4 can detect point at (114.215417, 24.964584, 26.000000)
Radar 0 can detect point at (111.241250, 24.386250, 101.000000)
Radar 4 can detect point at (114.215417, 24.963750, 25.000000)
Radar 7 can detect point at (111.991250, 21.591250, 17.000000)
Radar 0 can detect point at (111.241250, 24.385417, 111.000000)
Radar 4 can detect point at (114.215417, 24.962917, 28.000000)
Radar 7 can detect point at (111.991250, 21.590417, 18.000000)
Radar 0 can detect point at (111.241250, 24.384584, 122.000000)
Radar 4 can detect point at (114.215417, 24.962084, 25.000000)
Radar 7 can detect point at (111.991250, 21.589584, 18.000000)
Radar 0 can detect point at (111.241250, 24.383750, 125.000000)
Radar 7 can detect point at (111.991250, 21.588750, 19.000000)
Radar 7 can detect point at (111.991250, 21.587917, 21.000000)
Radar 4 can detect point at (114.216250, 24.977917, 5.000000)
Radar 7 can detect point at (111.991250, 21.587084, 23.000000)
Radar 4 can detect point at (114.216250, 24.977084, 5.000000)
Radar 7 can detect point at (111.991250, 21.586250, 26.000000)
Radar 4 can detect point at (114.216250, 24.976250, 10.000000)
Radar 0 can detect point at (111.242084, 24.417917, 93.000000)
Radar 7 can detect point at (111.991250, 21.585417, 24.000000)
Radar 4 can detect point at (114.216250, 24.975417, 14.000000)
Radar 0 can detect point at (111.242084, 24.417084, 93.000000)
Radar 7 can detect point at (111.992084, 21.592917, 14.000000)
Radar 4 can detect point at (114.216250, 24.974584, 9.000000)
Radar 0 can detect point at (111.242084, 24.416250, 93.000000)
Radar 7 can detect point at (111.992084, 21.592084, 13.000000)
Radar 4 can detect point at (114.216250, 24.973750, 6.000000)
Radar 0 can detect point at (111.242084, 24.415417, 107.000000)
Radar 7 can detect point at (111.992084, 21.591250, 14.000000)
Radar 4 can detect point at (114.216250, 24.972917, 7.000000)
Radar 0 can detect point at (111.242084, 24.414584, 115.000000)
Radar 7 can detect point at (111.992084, 21.590417, 17.000000)
Radar 4 can detect point at (114.216250, 24.972084, 7.000000)
Radar 0 can detect point at (111.242084, 24.413750, 107.000000)
Radar 7 can detect point at (111.992084, 21.589584, 17.000000)
Radar 4 can detect point at (114.216250, 24.971250, 8.000000)
Radar 0 can detect point at (111.242084, 24.412917, 91.000000)
Radar 7 can detect point at (111.992084, 21.588750, 16.000000)
Radar 4 can detect point at (114.216250, 24.970417, 8.000000)
Radar 0 can detect point at (111.242084, 24.412084, 77.000000)
Radar 7 can detect point at (111.992084, 21.587917, 21.000000)
Radar 4 can detect point at (114.216250, 24.969584, 11.000000)
Radar 0 can detect point at (111.242084, 24.411250, 67.000000)
Radar 7 can detect point at (111.992084, 21.587084, 25.000000)
Radar 4 can detect point at (114.216250, 24.968750, 13.000000)
Radar 0 can detect point at (111.242084, 24.410417, 66.000000)
Radar 7 can detect point at (111.992084, 21.586250, 27.000000)
Radar 4 can detect point at (114.216250, 24.967917, 21.000000)
Radar 0 can detect point at (111.242084, 24.409584, 92.000000)
Radar 7 can detect point at (111.992084, 21.585417, 26.000000)
Radar 4 can detect point at (114.216250, 24.967084, 27.000000)
Radar 0 can detect point at (111.242084, 24.408750, 97.000000)
Radar 7 can detect point at (111.992084, 21.584584, 24.000000)
Radar 4 can detect point at (114.216250, 24.966250, 30.000000)
Radar 0 can detect point at (111.242084, 24.407917, 88.000000)
Radar 7 can detect point at (111.992084, 21.583750, 21.000000)
Radar 4 can detect point at (114.216250, 24.965417, 30.000000)
Radar 0 can detect point at (111.242084, 24.407084, 87.000000)
Radar 7 can detect point at (111.992917, 21.593750, 11.000000)
Radar 4 can detect point at (114.216250, 24.964584, 26.000000)
Radar 0 can detect point at (111.242084, 24.406250, 81.000000)
Radar 7 can detect point at (111.992917, 21.592917, 15.000000)
Radar 4 can detect point at (114.216250, 24.963750, 27.000000)
Radar 0 can detect point at (111.242084, 24.405417, 92.000000)
Radar 7 can detect point at (111.992917, 21.592084, 11.000000)
Radar 4 can detect point at (114.216250, 24.962917, 32.000000)
Radar 0 can detect point at (111.242084, 24.404584, 110.000000)
Radar 7 can detect point at (111.992917, 21.591250, 11.000000)
Radar 4 can detect point at (114.216250, 24.962084, 33.000000)
Radar 0 can detect point at (111.242084, 24.403750, 102.000000)
Radar 7 can detect point at (111.992917, 21.590417, 18.000000)
Radar 0 can detect point at (111.242084, 24.402917, 89.000000)
Radar 7 can detect point at (111.992917, 21.589584, 12.000000)
Radar 0 can detect point at (111.242084, 24.402084, 85.000000)
Radar 4 can detect point at (114.216250, 24.959584, 27.000000)
Radar 7 can detect point at (111.992917, 21.588750, 15.000000)
Radar 0 can detect point at (111.242084, 24.401250, 97.000000)
Radar 7 can detect point at (111.992917, 21.587917, 22.000000)
Radar 4 can detect point at (114.217084, 24.978750, 11.000000)
Radar 0 can detect point at (111.242084, 24.400417, 103.000000)
Radar 7 can detect point at (111.992917, 21.587084, 25.000000)
Radar 4 can detect point at (114.217084, 24.977917, 6.000000)
Radar 7 can detect point at (111.992917, 21.586250, 25.000000)
Radar 4 can detect point at (114.217084, 24.977084, 8.000000)
Radar 0 can detect point at (111.242084, 24.398750, 127.000000)
Radar 7 can detect point at (111.992917, 21.585417, 26.000000)
Radar 4 can detect point at (114.217084, 24.976250, 9.000000)
Radar 0 can detect point at (111.242084, 24.397917, 132.000000)
Radar 7 can detect point at (111.992917, 21.584584, 24.000000)
Radar 4 can detect point at (114.217084, 24.975417, 12.000000)
Radar 7 can detect point at (111.992917, 21.583750, 22.000000)
Radar 4 can detect point at (114.217084, 24.974584, 8.000000)
Radar 7 can detect point at (111.992917, 21.582917, 20.000000)
Radar 4 can detect point at (114.217084, 24.973750, 7.000000)
Radar 7 can detect point at (111.993750, 21.594584, 13.000000)
Radar 4 can detect point at (114.217084, 24.972917, 9.000000)
Radar 7 can detect point at (111.993750, 21.593750, 12.000000)
Radar 4 can detect point at (114.217084, 24.972084, 8.000000)
Radar 0 can detect point at (111.242084, 24.392084, 83.000000)
Radar 7 can detect point at (111.993750, 21.592917, 16.000000)
Radar 4 can detect point at (114.217084, 24.971250, 13.000000)
Radar 7 can detect point at (111.993750, 21.592084, 13.000000)
Radar 4 can detect point at (114.217084, 24.970417, 17.000000)
Radar 0 can detect point at (111.242084, 24.390417, 86.000000)
Radar 4 can detect point at (114.217084, 24.969584, 16.000000)
Radar 7 can detect point at (111.993750, 21.591250, 15.000000)
Radar 4 can detect point at (114.217084, 24.968750, 16.000000)
Radar 7 can detect point at (111.993750, 21.590417, 17.000000)
Radar 4 can detect point at (114.217084, 24.967917, 19.000000)
Radar 7 can detect point at (111.993750, 21.589584, 13.000000)
Radar 0 can detect point at (111.242084, 24.389584, 111.000000)
Radar 4 can detect point at (114.217084, 24.967084, 23.000000)
Radar 7 can detect point at (111.993750, 21.588750, 15.000000)
Radar 4 can detect point at (114.217084, 24.966250, 29.000000)
Radar 7 can detect point at (111.993750, 21.587917, 20.000000)
Radar 4 can detect point at (114.217084, 24.965417, 29.000000)
Radar 7 can detect point at (111.993750, 21.587084, 25.000000)
Radar 4 can detect point at (114.217084, 24.964584, 28.000000)
Radar 0 can detect point at (111.242084, 24.386250, 85.000000)
Radar 7 can detect point at (111.993750, 21.586250, 26.000000)
Radar 4 can detect point at (114.217084, 24.963750, 31.000000)
Radar 0 can detect point at (111.242084, 24.385417, 104.000000)
Radar 4 can detect point at (114.217084, 24.962917, 35.000000)
Radar 7 can detect point at (111.993750, 21.584584, 25.000000)
Radar 4 can detect point at (114.217084, 24.962084, 35.000000)
Radar 0 can detect point at (111.242084, 24.381250, 83.000000)
Radar 7 can detect point at (111.993750, 21.583750, 23.000000)
Radar 0 can detect point at (111.242084, 24.380417, 82.000000)
Radar 4 can detect point at (114.217084, 24.960417, 28.000000)
Radar 7 can detect point at (111.993750, 21.582917, 25.000000)
Radar 4 can detect point at (114.217084, 24.959584, 26.000000)
Radar 4 can detect point at (114.217084, 24.958750, 34.000000)
Radar 7 can detect point at (111.994584, 21.595417, 10.000000)
Radar 0 can detect point at (111.242917, 24.418750, 84.000000)
Radar 7 can detect point at (111.994584, 21.594584, 13.000000)
Radar 4 can detect point at (114.217917, 24.980417, 8.000000)
Radar 0 can detect point at (111.242917, 24.417917, 91.000000)
Radar 7 can detect point at (111.994584, 21.593750, 12.000000)
Radar 4 can detect point at (114.217917, 24.979584, 11.000000)
Radar 7 can detect point at (111.994584, 21.592917, 19.000000)
Radar 4 can detect point at (114.217917, 24.978750, 10.000000)
Radar 0 can detect point at (111.242917, 24.416250, 97.000000)
Radar 7 can detect point at (111.994584, 21.592084, 12.000000)
Radar 4 can detect point at (114.217917, 24.977917, 6.000000)
Radar 0 can detect point at (111.242917, 24.415417, 108.000000)
Radar 7 can detect point at (111.994584, 21.591250, 13.000000)
Radar 4 can detect point at (114.217917, 24.977084, 7.000000)
Radar 0 can detect point at (111.242917, 24.414584, 100.000000)
Radar 7 can detect point at (111.994584, 21.590417, 17.000000)
Radar 4 can detect point at (114.217917, 24.976250, 8.000000)
Radar 0 can detect point at (111.242917, 24.413750, 90.000000)
Radar 7 can detect point at (111.994584, 21.589584, 17.000000)
Radar 4 can detect point at (114.217917, 24.975417, 8.000000)
Radar 0 can detect point at (111.242917, 24.412917, 76.000000)
Radar 7 can detect point at (111.994584, 21.588750, 19.000000)
Radar 4 can detect point at (114.217917, 24.974584, 7.000000)
Radar 0 can detect point at (111.242917, 24.412084, 71.000000)
Radar 7 can detect point at (111.994584, 21.587917, 20.000000)
Radar 4 can detect point at (114.217917, 24.973750, 8.000000)
Radar 0 can detect point at (111.242917, 24.411250, 58.000000)
Radar 7 can detect point at (111.994584, 21.587084, 20.000000)
Radar 4 can detect point at (114.217917, 24.972917, 12.000000)
Radar 0 can detect point at (111.242917, 24.410417, 59.000000)
Radar 7 can detect point at (111.994584, 21.586250, 26.000000)
Radar 4 can detect point at (114.217917, 24.972084, 14.000000)
Radar 0 can detect point at (111.242917, 24.409584, 72.000000)
Radar 4 can detect point at (114.217917, 24.971250, 16.000000)
Radar 7 can detect point at (111.994584, 21.584584, 24.000000)
Radar 0 can detect point at (111.242917, 24.408750, 82.000000)
Radar 4 can detect point at (114.217917, 24.970417, 14.000000)
Radar 7 can detect point at (111.994584, 21.583750, 26.000000)
Radar 0 can detect point at (111.242917, 24.407917, 75.000000)
Radar 4 can detect point at (114.217917, 24.969584, 16.000000)
Radar 7 can detect point at (111.994584, 21.582917, 24.000000)
Radar 0 can detect point at (111.242917, 24.407084, 75.000000)
Radar 4 can detect point at (114.217917, 24.968750, 20.000000)
Radar 7 can detect point at (111.994584, 21.582084, 22.000000)
Radar 4 can detect point at (114.217917, 24.967917, 23.000000)
Radar 7 can detect point at (111.994584, 21.581250, 20.000000)
Radar 0 can detect point at (111.242917, 24.405417, 91.000000)
Radar 4 can detect point at (114.217917, 24.967084, 26.000000)
Radar 7 can detect point at (111.995417, 21.595417, 10.000000)
Radar 0 can detect point at (111.242917, 24.404584, 109.000000)
Radar 4 can detect point at (114.217917, 24.966250, 31.000000)
Radar 7 can detect point at (111.995417, 21.594584, 12.000000)
Radar 0 can detect point at (111.242917, 24.403750, 93.000000)
Radar 4 can detect point at (114.217917, 24.965417, 29.000000)
Radar 7 can detect point at (111.995417, 21.593750, 15.000000)
Radar 0 can detect point at (111.242917, 24.402917, 79.000000)
Radar 7 can detect point at (111.995417, 21.592917, 17.000000)
Radar 4 can detect point at (114.217917, 24.964584, 28.000000)
Radar 0 can detect point at (111.242917, 24.402084, 86.000000)
Radar 4 can detect point at (114.217917, 24.963750, 33.000000)
Radar 7 can detect point at (111.995417, 21.592084, 16.000000)
Radar 4 can detect point at (114.217917, 24.962917, 36.000000)
Radar 7 can detect point at (111.995417, 21.591250, 17.000000)
Radar 4 can detect point at (114.217917, 24.962084, 37.000000)
Radar 7 can detect point at (111.995417, 21.590417, 16.000000)
Radar 4 can detect point at (114.217917, 24.961250, 35.000000)
Radar 0 can detect point at (111.242917, 24.398750, 130.000000)
Radar 7 can detect point at (111.995417, 21.589584, 12.000000)
Radar 4 can detect point at (114.217917, 24.960417, 32.000000)
Radar 7 can detect point at (111.995417, 21.588750, 15.000000)
Radar 7 can detect point at (111.995417, 21.587917, 18.000000)
Radar 4 can detect point at (114.217917, 24.958750, 31.000000)
Radar 7 can detect point at (111.995417, 21.587084, 18.000000)
Radar 4 can detect point at (114.217917, 24.957917, 36.000000)
Radar 7 can detect point at (111.995417, 21.586250, 20.000000)
Radar 4 can detect point at (114.218750, 24.981250, 13.000000)
Radar 7 can detect point at (111.995417, 21.585417, 21.000000)
Radar 4 can detect point at (114.218750, 24.980417, 10.000000)
Radar 7 can detect point at (111.995417, 21.584584, 23.000000)
Radar 4 can detect point at (114.218750, 24.979584, 12.000000)
Radar 7 can detect point at (111.995417, 21.583750, 26.000000)
Radar 0 can detect point at (111.242917, 24.390417, 92.000000)
Radar 4 can detect point at (114.218750, 24.978750, 9.000000)
Radar 7 can detect point at (111.995417, 21.582084, 25.000000)
Radar 0 can detect point at (111.242917, 24.389584, 94.000000)
Radar 4 can detect point at (114.218750, 24.977917, 9.000000)
Radar 7 can detect point at (111.995417, 21.581250, 22.000000)
Radar 4 can detect point at (114.218750, 24.977084, 8.000000)
Radar 7 can detect point at (111.996250, 21.596250, 17.000000)
Radar 4 can detect point at (114.218750, 24.976250, 7.000000)
Radar 0 can detect point at (111.242917, 24.387084, 79.000000)
Radar 7 can detect point at (111.996250, 21.595417, 13.000000)
Radar 4 can detect point at (114.218750, 24.975417, 9.000000)
Radar 0 can detect point at (111.242917, 24.386250, 102.000000)
Radar 7 can detect point at (111.996250, 21.594584, 11.000000)
Radar 4 can detect point at (114.218750, 24.974584, 8.000000)
Radar 0 can detect point at (111.242917, 24.385417, 125.000000)
Radar 7 can detect point at (111.996250, 21.593750, 14.000000)
Radar 4 can detect point at (114.218750, 24.973750, 8.000000)
Radar 7 can detect point at (111.996250, 21.592917, 15.000000)
Radar 4 can detect point at (114.218750, 24.972917, 11.000000)
Radar 7 can detect point at (111.996250, 21.592084, 16.000000)
Radar 4 can detect point at (114.218750, 24.972084, 9.000000)
Radar 7 can detect point at (111.996250, 21.591250, 20.000000)
Radar 4 can detect point at (114.218750, 24.971250, 10.000000)
Radar 0 can detect point at (111.242917, 24.381250, 56.000000)
Radar 7 can detect point at (111.996250, 21.590417, 18.000000)
Radar 4 can detect point at (114.218750, 24.970417, 11.000000)
Radar 0 can detect point at (111.242917, 24.380417, 58.000000)
Radar 7 can detect point at (111.996250, 21.589584, 19.000000)
Radar 4 can detect point at (114.218750, 24.969584, 15.000000)
Radar 0 can detect point at (111.242917, 24.379584, 55.000000)
Radar 7 can detect point at (111.996250, 21.588750, 15.000000)
Radar 4 can detect point at (114.218750, 24.968750, 18.000000)
Radar 7 can detect point at (111.996250, 21.587917, 17.000000)
Radar 4 can detect point at (114.218750, 24.967917, 23.000000)
Radar 7 can detect point at (111.996250, 21.587084, 20.000000)
Radar 4 can detect point at (114.218750, 24.967084, 26.000000)
Radar 7 can detect point at (111.996250, 21.586250, 17.000000)
Radar 0 can detect point at (111.243750, 24.421250, 59.000000)
Radar 4 can detect point at (114.218750, 24.966250, 29.000000)
Radar 7 can detect point at (111.996250, 21.585417, 18.000000)
Radar 0 can detect point at (111.243750, 24.418750, 90.000000)
Radar 4 can detect point at (114.218750, 24.965417, 28.000000)
Radar 7 can detect point at (111.996250, 21.584584, 20.000000)
Radar 0 can detect point at (111.243750, 24.417917, 79.000000)
Radar 4 can detect point at (114.218750, 24.964584, 28.000000)
Radar 7 can detect point at (111.996250, 21.583750, 22.000000)
Radar 4 can detect point at (114.218750, 24.963750, 34.000000)
Radar 7 can detect point at (111.996250, 21.582917, 20.000000)
Radar 0 can detect point at (111.243750, 24.415417, 109.000000)
Radar 7 can detect point at (111.996250, 21.582084, 24.000000)
Radar 4 can detect point at (114.218750, 24.962917, 40.000000)
Radar 0 can detect point at (111.243750, 24.414584, 97.000000)
Radar 4 can detect point at (114.218750, 24.962084, 39.000000)
Radar 7 can detect point at (111.997084, 21.596250, 13.000000)
Radar 4 can detect point at (114.218750, 24.961250, 36.000000)
Radar 0 can detect point at (111.243750, 24.412917, 77.000000)
Radar 7 can detect point at (111.997084, 21.595417, 9.000000)
Radar 4 can detect point at (114.218750, 24.960417, 34.000000)
Radar 0 can detect point at (111.243750, 24.412084, 67.000000)
Radar 7 can detect point at (111.997084, 21.594584, 13.000000)
Radar 0 can detect point at (111.243750, 24.411250, 55.000000)
Radar 7 can detect point at (111.997084, 21.593750, 16.000000)
Radar 4 can detect point at (114.218750, 24.958750, 29.000000)
Radar 0 can detect point at (111.243750, 24.410417, 57.000000)
Radar 7 can detect point at (111.997084, 21.592917, 14.000000)
Radar 4 can detect point at (114.218750, 24.957917, 35.000000)
Radar 0 can detect point at (111.243750, 24.409584, 80.000000)
Radar 7 can detect point at (111.997084, 21.592084, 17.000000)
Radar 4 can detect point at (114.218750, 24.957084, 36.000000)
Radar 0 can detect point at (111.243750, 24.408750, 78.000000)
Radar 7 can detect point at (111.997084, 21.591250, 17.000000)
Radar 0 can detect point at (111.243750, 24.407917, 64.000000)
Radar 4 can detect point at (114.219584, 24.981250, 12.000000)
Radar 7 can detect point at (111.997084, 21.590417, 16.000000)
Radar 2 can detect point at (113.841250, 24.717917, 45.000000)
Radar 0 can detect point at (111.243750, 24.405417, 99.000000)
Radar 7 can detect point at (111.997084, 21.589584, 21.000000)
Radar 4 can detect point at (114.219584, 24.980417, 11.000000)
Radar 2 can detect point at (113.841250, 24.717084, 46.000000)
Radar 0 can detect point at (111.243750, 24.404584, 111.000000)
Radar 7 can detect point at (111.997084, 21.588750, 18.000000)
Radar 4 can detect point at (114.219584, 24.979584, 12.000000)
Radar 2 can detect point at (113.841250, 24.716250, 48.000000)
Radar 0 can detect point at (111.243750, 24.403750, 95.000000)
Radar 7 can detect point at (111.997084, 21.587917, 19.000000)
Radar 4 can detect point at (114.219584, 24.978750, 11.000000)
Radar 2 can detect point at (113.841250, 24.715417, 49.000000)
Radar 7 can detect point at (111.997084, 21.587084, 22.000000)
Radar 4 can detect point at (114.219584, 24.977917, 9.000000)
Radar 0 can detect point at (111.243750, 24.402084, 90.000000)
Radar 7 can detect point at (111.997084, 21.586250, 19.000000)
Radar 4 can detect point at (114.219584, 24.977084, 9.000000)
Radar 4 can detect point at (114.219584, 24.976250, 9.000000)
Radar 0 can detect point at (111.243750, 24.400417, 118.000000)
Radar 7 can detect point at (111.997084, 21.584584, 16.000000)
Radar 4 can detect point at (114.219584, 24.975417, 9.000000)
Radar 2 can detect point at (113.842084, 24.717917, 50.000000)
Radar 0 can detect point at (111.243750, 24.399584, 126.000000)
Radar 7 can detect point at (111.997084, 21.583750, 23.000000)
Radar 4 can detect point at (114.219584, 24.974584, 8.000000)
Radar 2 can detect point at (113.842084, 24.717084, 47.000000)
Radar 0 can detect point at (111.243750, 24.398750, 131.000000)
Radar 2 can detect point at (113.842084, 24.716250, 49.000000)
Radar 4 can detect point at (114.219584, 24.973750, 8.000000)
Radar 0 can detect point at (111.243750, 24.396250, 117.000000)
Radar 7 can detect point at (111.997084, 21.582084, 20.000000)
Radar 2 can detect point at (113.842084, 24.715417, 50.000000)
Radar 4 can detect point at (114.219584, 24.972917, 6.000000)
Radar 4 can detect point at (114.219584, 24.972084, 11.000000)
Radar 7 can detect point at (111.997917, 21.596250, 13.000000)
Radar 4 can detect point at (114.219584, 24.971250, 16.000000)
Radar 7 can detect point at (111.997917, 21.595417, 13.000000)
Radar 4 can detect point at (114.219584, 24.970417, 14.000000)
Radar 2 can detect point at (113.842917, 24.717917, 45.000000)
Radar 2 can detect point at (113.842917, 24.717084, 43.000000)
Radar 7 can detect point at (111.997917, 21.594584, 17.000000)
Radar 2 can detect point at (113.842917, 24.716250, 47.000000)
Radar 4 can detect point at (114.219584, 24.969584, 12.000000)
Radar 0 can detect point at (111.243750, 24.390417, 102.000000)
Radar 7 can detect point at (111.997917, 21.593750, 16.000000)
Radar 2 can detect point at (113.842917, 24.715417, 49.000000)
Radar 4 can detect point at (114.219584, 24.968750, 13.000000)
Radar 7 can detect point at (111.997917, 21.592917, 9.000000)
Radar 4 can detect point at (114.219584, 24.967917, 20.000000)
Radar 7 can detect point at (111.997917, 21.592084, 12.000000)
Radar 4 can detect point at (114.219584, 24.967084, 25.000000)
Radar 7 can detect point at (111.997917, 21.591250, 12.000000)
Radar 0 can detect point at (111.243750, 24.387084, 88.000000)
Radar 4 can detect point at (114.219584, 24.966250, 27.000000)
Radar 7 can detect point at (111.997917, 21.590417, 17.000000)
Radar 2 can detect point at (113.843750, 24.717917, 36.000000)
Radar 0 can detect point at (111.243750, 24.386250, 99.000000)
Radar 4 can detect point at (114.219584, 24.965417, 29.000000)
Radar 7 can detect point at (111.997917, 21.589584, 18.000000)
Radar 2 can detect point at (113.843750, 24.717084, 39.000000)
Radar 0 can detect point at (111.243750, 24.385417, 110.000000)
Radar 2 can detect point at (113.843750, 24.716250, 42.000000)
Radar 4 can detect point at (114.219584, 24.964584, 32.000000)
Radar 7 can detect point at (111.997917, 21.588750, 16.000000)
Radar 2 can detect point at (113.843750, 24.715417, 43.000000)
Radar 4 can detect point at (114.219584, 24.963750, 38.000000)
Radar 7 can detect point at (111.997917, 21.587917, 18.000000)
Radar 4 can detect point at (114.219584, 24.962917, 42.000000)
Radar 7 can detect point at (111.997917, 21.587084, 24.000000)
Radar 0 can detect point at (111.243750, 24.382084, 46.000000)
Radar 4 can detect point at (114.219584, 24.962084, 40.000000)
Radar 7 can detect point at (111.997917, 21.586250, 24.000000)
Radar 0 can detect point at (111.243750, 24.381250, 45.000000)
Radar 4 can detect point at (114.219584, 24.961250, 37.000000)
Radar 0 can detect point at (111.243750, 24.380417, 47.000000)
Radar 7 can detect point at (111.997917, 21.584584, 17.000000)
Radar 4 can detect point at (114.219584, 24.960417, 34.000000)
Radar 0 can detect point at (111.243750, 24.379584, 45.000000)
Radar 7 can detect point at (111.997917, 21.583750, 14.000000)
Radar 0 can detect point at (111.243750, 24.378750, 47.000000)
Radar 7 can detect point at (111.997917, 21.582917, 12.000000)
Radar 4 can detect point at (114.219584, 24.958750, 26.000000)
Radar 0 can detect point at (111.243750, 24.377917, 47.000000)
Radar 7 can detect point at (111.997917, 21.582084, 10.000000)
Radar 4 can detect point at (114.219584, 24.957917, 30.000000)
Radar 0 can detect point at (111.243750, 24.377084, 49.000000)
Radar 7 can detect point at (111.997917, 21.581250, 14.000000)
Radar 4 can detect point at (114.219584, 24.957084, 38.000000)
Radar 4 can detect point at (114.219584, 24.956250, 43.000000)
Radar 7 can detect point at (111.998750, 21.596250, 10.000000)
Radar 0 can detect point at (111.244584, 24.422084, 63.000000)
Radar 4 can detect point at (114.220417, 24.982084, 16.000000)
Radar 7 can detect point at (111.998750, 21.595417, 11.000000)
Radar 4 can detect point at (114.220417, 24.981250, 11.000000)
Radar 0 can detect point at (111.244584, 24.418750, 86.000000)
Radar 7 can detect point at (111.998750, 21.594584, 16.000000)
Radar 4 can detect point at (114.220417, 24.980417, 10.000000)
Radar 7 can detect point at (111.998750, 21.593750, 10.000000)
Radar 0 can detect point at (111.244584, 24.417917, 74.000000)
Radar 4 can detect point at (114.220417, 24.979584, 11.000000)
Radar 7 can detect point at (111.998750, 21.592917, 10.000000)
Radar 0 can detect point at (111.244584, 24.417084, 99.000000)
Radar 4 can detect point at (114.220417, 24.978750, 9.000000)
Radar 7 can detect point at (111.998750, 21.592084, 13.000000)
Radar 0 can detect point at (111.244584, 24.416250, 113.000000)
